Symbol,Ferroptosis,UPR,Mitochondrial,TF,TF_Cof,Age
SOHLH1,no,no,no,yes,no,no
ZNF723,no,no,no,yes,no,no
UBP1,no,no,no,yes,no,no
PRDM12,no,no,no,yes,no,no
ZBTB38,no,no,no,yes,no,no
ZNF76,no,no,no,yes,no,no
ZNF277,no,no,no,yes,no,no
CDC5L,no,no,no,yes,no,no
NFIL3,no,no,no,yes,no,no
ZNF25,no,no,no,yes,no,no
ZNF771,no,no,no,yes,no,no
ZMIZ1,no,no,no,yes,no,no
SIX4,no,no,no,yes,no,no
ZNF354B,no,no,no,yes,no,no
ZNF564,no,no,no,yes,no,no
ZSCAN1,no,no,no,yes,no,no
ZBTB4,no,no,no,yes,no,no
TBX19,no,no,no,yes,no,no
HOXD9,no,no,no,yes,no,no
TCF7L2,no,no,no,yes,no,no
ZNF165,no,no,no,yes,no,no
ZNF485,no,no,no,yes,no,no
AIRE,no,no,no,yes,no,no
ATMIN,no,no,no,yes,no,no
HMGXB3,no,no,no,yes,no,no
ZNF19,no,no,no,yes,no,no
SALL3,no,no,no,yes,no,no
HOPX,no,no,no,yes,no,no
ZNF157,no,no,no,yes,no,no
ZNF263,no,no,no,yes,no,no
ETV3L,no,no,no,yes,no,no
PRDM5,no,no,no,yes,no,no
HHEX,no,no,no,yes,no,no
ZNF680,no,no,no,yes,no,no
DLX6,no,no,no,yes,no,no
BARHL2,no,no,no,yes,no,no
ZNF33B,no,no,no,yes,no,no
ZNF793,no,no,no,yes,no,no
RFX8,no,no,no,yes,no,no
ZNF433,no,no,no,yes,no,no
ZNF764,no,no,no,yes,no,no
ZBTB40,no,no,no,yes,no,no
TCF7,no,no,no,yes,no,no
ZNF132,no,no,no,yes,no,no
KLF8,no,no,no,yes,no,no
FOXI3,no,no,no,yes,no,no
NEUROG3,no,no,no,yes,no,no
DACH1,no,no,no,yes,no,no
FOXO3B,no,no,no,yes,no,no
ZHX1,no,no,no,yes,no,no
THAP5,no,no,no,yes,no,no
ETV7,no,no,no,yes,no,no
ZNF836,no,no,no,yes,no,no
NCOR1,no,no,no,yes,no,no
KLF16,no,no,no,yes,no,no
RFX1,no,no,no,yes,no,no
KMT2C,no,no,no,yes,no,no
ZNF768,no,no,no,yes,no,no
ZNF254,no,no,no,yes,no,no
ZBTB1,no,no,no,yes,no,no
GATA6,no,no,no,yes,no,no
IRF5,no,no,no,yes,no,no
ZNF791,no,no,no,yes,no,no
RFX4,no,no,no,yes,no,no
POU4F3,no,no,no,yes,no,no
TWIST2,no,no,no,yes,no,no
ZNF688,no,no,no,yes,no,no
ZNF510,no,no,no,yes,no,no
ZFP69,no,no,no,yes,no,no
AEBP2,no,no,no,yes,no,no
SPDEF,no,no,no,yes,no,no
ZNF675,no,no,no,yes,no,no
ZNF837,no,no,no,yes,no,no
SOX11,no,no,no,yes,no,no
ZNF611,no,no,no,yes,no,no
ZNF470,no,no,no,yes,no,no
RORA,no,no,no,yes,no,no
MBD1,no,no,no,yes,no,no
NEUROD4,no,no,no,yes,no,no
ZNF391,no,no,no,yes,no,no
MBD3,no,no,no,yes,no,no
GCM2,no,no,no,yes,no,no
FOXD4L5,no,no,no,yes,no,no
ZFP37,no,no,no,yes,no,no
ZNF267,no,no,no,yes,no,no
BARHL1,no,no,no,yes,no,no
SHOX,no,no,no,yes,no,no
NPAS3,no,no,no,yes,no,no
ZNF860,no,no,no,yes,no,no
NEUROD6,no,no,no,yes,no,no
ZNF35,no,no,no,yes,no,no
MYRFL,no,no,no,yes,no,no
FOXP1,no,no,no,yes,no,no
SRF,no,no,no,yes,no,no
CEBPA,no,no,no,yes,no,yes
DLX1,no,no,no,yes,no,no
NR0B2,no,no,no,yes,no,no
PRRX1,no,no,no,yes,no,no
TFCP2,no,no,no,yes,no,no
ZBED4,no,no,no,yes,no,no
CREB5,no,no,no,yes,no,no
SNAI3,no,no,no,yes,no,no
HES7,no,no,no,yes,no,no
FOXA1,no,no,no,yes,no,no
THAP11,no,no,no,yes,no,no
LHX3,no,no,no,yes,no,no
TERB1,no,no,no,yes,no,no
ZNF721,no,no,no,yes,no,no
ZNF362,no,no,no,yes,no,no
ZNF98,no,no,no,yes,no,no
ELF4,no,no,no,yes,no,no
ASCL5,no,no,no,yes,no,no
ZNF320,no,no,no,yes,no,no
ZNF99,no,no,no,yes,no,no
NHLH1,no,no,no,yes,no,no
MAFG,no,no,no,yes,no,no
SMAD7,no,no,no,yes,no,no
ZNF552,no,no,no,yes,no,no
ZNF28,no,no,no,yes,no,no
SP5,no,no,no,yes,no,no
ZNF765,no,no,no,yes,no,no
ZNF513,no,no,no,yes,no,no
MTA2,no,no,no,yes,no,no
NR4A1,no,no,no,yes,no,no
OLIG3,no,no,no,yes,no,no
ERG,no,no,no,yes,no,no
OLIG2,no,no,no,yes,no,no
MXD4,no,no,no,yes,no,no
HOXD1,no,no,no,yes,no,no
SOX18,no,no,no,yes,no,no
ETV2,no,no,no,yes,no,no
ZNF805,no,no,no,yes,no,no
ZNF705D,no,no,no,yes,no,no
ZNF329,no,no,no,yes,no,no
TBX15,no,no,no,yes,no,no
NFE2,no,no,no,yes,no,no
ZSCAN5A,no,no,no,yes,no,no
GMEB1,no,no,no,yes,no,no
ZKSCAN5,no,no,no,yes,no,no
ZNF595,no,no,no,yes,no,no
ZNF410,no,no,no,yes,no,no
EBF1,no,no,no,yes,no,no
RXRB,no,no,no,yes,no,no
LHX9,no,no,no,yes,no,no
RLF,no,no,no,yes,no,no
ZNF543,no,no,no,yes,no,no
ZNF878,no,no,no,yes,no,no
RUNX2,no,no,no,yes,no,no
ZNF319,no,no,no,yes,no,no
ZNF382,no,no,no,yes,no,no
HMBOX1,no,no,no,yes,no,no
RFX2,no,no,no,yes,no,no
NFIA,no,no,no,yes,no,no
ZKSCAN1,no,no,no,yes,no,no
ZNF716,no,no,no,yes,no,no
HNF1A,no,no,no,yes,no,no
SMAD1,no,no,no,yes,no,no
ZNF79,no,no,no,yes,no,no
GFI1B,no,no,no,yes,no,no
ZSCAN31,no,no,no,yes,no,no
RORC,no,no,no,yes,no,no
FOXL2,no,no,no,yes,no,no
SAMD11,no,no,no,yes,no,no
ZNF699,no,no,no,yes,no,no
NFATC1,no,no,no,yes,no,no
HMGA2,no,no,no,yes,no,no
HES5,no,no,no,yes,no,no
ZNF714,no,no,no,yes,no,no
ZNF814,no,no,no,yes,no,no
TERF2,no,no,no,yes,no,yes
ZNF83,no,no,no,yes,no,no
ZNF80,no,no,no,yes,no,no
PLAG1,no,no,no,yes,no,no
ZNF112,no,no,no,yes,no,no
ZNF322,no,no,no,yes,no,no
DMRTA1,no,no,no,yes,no,no
ZNF432,no,no,no,yes,no,no
ZNF430,no,no,no,yes,no,no
ARID2,no,no,no,yes,no,no
MESP2,no,no,no,yes,no,no
CSDC2,no,no,no,yes,no,no
ZNF615,no,no,no,yes,no,no
HNF4G,no,no,no,yes,no,no
NKX2-5,no,no,no,yes,no,no
FOXD3,no,no,no,yes,no,no
ZNF559,no,no,no,yes,no,no
HOXC4,no,no,no,yes,no,no
EN2,no,no,no,yes,no,no
ZNF154,no,no,no,yes,no,no
ZNF184,no,no,no,yes,no,no
ZNF789,no,no,no,yes,no,no
ZIK1,no,no,no,yes,no,no
FOXC2,no,no,no,yes,no,no
ZFP41,no,no,no,yes,no,no
ZNF90,no,no,no,yes,no,no
ZNF48,no,no,no,yes,no,no
ZNF217,no,no,no,yes,no,no
NRL,no,no,no,yes,no,no
ZBTB43,no,no,no,yes,no,no
DUX4,no,no,no,yes,no,no
ZEB2,no,no,no,yes,no,no
ZNF616,no,no,no,yes,no,no
ZNF260,no,no,no,yes,no,no
TUB,no,no,no,yes,no,no
TEAD3,no,no,no,yes,no,no
ZNF621,no,no,no,yes,no,no
MNT,no,no,no,yes,no,no
HES2,no,no,no,yes,no,no
ESRRA,no,no,no,yes,no,no
ZNF431,no,no,no,yes,no,no
MYBL1,no,no,no,yes,no,no
BNC2,no,no,no,yes,no,no
PRDM4,no,no,no,yes,no,no
BHLHA15,no,no,no,yes,no,no
NR2E1,no,no,no,yes,no,no
HEYL,no,no,no,yes,no,no
ZNF559-ZNF177,no,no,no,yes,no,no
TCF21,no,no,no,yes,no,no
GLMP,no,no,no,yes,no,no
SOX1,no,no,no,yes,no,no
ZNF596,no,no,no,yes,no,no
SCRT2,no,no,no,yes,no,no
MAFB,no,no,no,yes,no,no
BHLHE23,no,no,no,yes,no,no
FOXJ1,no,no,no,yes,no,no
BCL11B,no,no,no,yes,no,no
GBX2,no,no,no,yes,no,no
ZNF273,no,no,no,yes,no,no
ZNF195,no,no,no,yes,no,no
YBX2,no,no,no,yes,no,no
CREBZF,no,no,no,yes,no,no
ZNF772,no,no,no,yes,no,no
YY1,no,no,no,yes,no,no
ARID3A,no,no,no,yes,no,no
LHX6,no,no,no,yes,no,no
ZNF566,no,no,no,yes,no,no
GLI1,no,no,no,yes,no,no
ZNF774,no,no,no,yes,no,no
DMRT1,no,no,no,yes,no,no
ARID4A,no,no,no,yes,no,no
BHLHE41,no,no,no,yes,no,no
SALL2,no,no,no,yes,no,no
HOXA2,no,no,no,yes,no,no
NCOR2,no,no,no,yes,no,yes
ZNF853,no,no,no,yes,no,no
DLX4,no,no,no,yes,no,no
DMBX1,no,no,no,yes,no,no
TFAP2A,no,no,no,yes,no,no
ZFP42,no,no,no,yes,no,no
ZNF12,no,no,no,yes,no,no
ZNF653,no,no,no,yes,no,no
ZNF483,no,no,no,yes,no,no
SOX13,no,no,no,yes,no,no
PRDM8,no,no,no,yes,no,no
HOXA11,no,no,no,yes,no,no
OSR2,no,no,no,yes,no,no
ZNF417,no,no,no,yes,no,no
ETS2,no,no,no,yes,no,no
THAP9,no,no,no,yes,no,no
MYT1,no,no,no,yes,no,no
ZNF215,no,no,no,yes,no,no
KLF3,no,no,no,yes,no,no
KLF7,no,no,no,yes,no,no
ZBED1,no,no,no,yes,no,no
GLIS2,no,no,no,yes,no,no
HOXB2,no,no,no,yes,no,no
TEAD4,no,no,no,yes,no,no
ASCL3,no,no,no,yes,no,no
HMGB4,no,no,no,yes,no,no
ZNF454,no,no,no,yes,no,no
RBPJL,no,no,no,yes,no,no
DLX2,no,no,no,yes,no,no
DNAJC1,no,no,no,yes,no,no
SP7,no,no,no,yes,no,no
ZNF682,no,no,no,yes,no,no
LEF1,no,no,no,yes,no,no
MAF,no,no,no,yes,no,no
NR1H3,no,no,no,yes,no,no
ZNF530,no,no,no,yes,no,no
LRRFIP2,no,no,no,yes,no,no
MXD3,no,no,no,yes,no,no
ZSCAN22,no,no,no,yes,no,no
GLI3,no,no,no,yes,no,no
VSX2,no,no,no,yes,no,no
ZNF816,no,no,no,yes,no,no
BCL6,no,no,no,yes,no,no
ZNF777,no,no,no,yes,no,no
ZNF574,no,no,no,yes,no,no
ZNF691,no,no,no,yes,no,no
DACH2,no,no,no,yes,no,no
SIM2,no,no,no,yes,no,no
GRHL1,no,no,no,yes,no,no
ZNF441,no,no,no,yes,no,no
ZNF624,no,no,no,yes,no,no
IKZF4,no,no,no,yes,no,no
SETDB2,no,no,no,yes,no,no
SHOX2,no,no,no,yes,no,no
ZSCAN2,no,no,no,yes,no,no
FERD3L,no,no,no,yes,no,no
ZNF41,no,no,no,yes,no,no
HOXC13,no,no,no,yes,no,no
SIM1,no,no,no,yes,no,no
LIN28B,no,no,no,yes,no,no
ZFHX3,no,no,no,yes,no,no
ZBTB26,no,no,no,yes,no,no
ZNF585A,no,no,no,yes,no,no
ZNF467,no,no,no,yes,no,no
THAP4,no,no,no,yes,no,no
ZNF418,no,no,no,yes,no,no
SP140,no,no,no,yes,no,no
NKX1-2,no,no,no,yes,no,no
ZFHX2,no,no,no,yes,no,no
CUX2,no,no,no,yes,no,no
ZNF558,no,no,no,yes,no,no
REPIN1,no,no,no,yes,no,no
THAP1,no,no,no,yes,no,no
MEF2B,no,no,no,yes,no,no
SALL4,no,no,no,yes,no,no
ZBTB32,no,no,no,yes,no,no
ZNF324,no,no,no,yes,no,no
KLF5,no,no,no,yes,no,no
SOX7,no,no,no,yes,no,no
CAMTA2,no,no,no,yes,no,no
YBX3,no,no,no,yes,no,no
EVX1,no,no,no,yes,no,no
HOXB1,no,no,no,yes,no,no
ZNF85,no,no,no,yes,no,no
JARID2,no,no,no,yes,no,no
NKX3-1,no,no,no,yes,no,no
NFAT5,no,no,no,yes,no,no
ZFP69B,no,no,no,yes,no,no
ZNF232,no,no,no,yes,no,no
TFE3,no,no,no,yes,no,no
GLI2,no,no,no,yes,no,no
VAX2,no,no,no,yes,no,no
ZNF730,no,no,no,yes,no,no
SMAD9,no,no,no,yes,no,no
PBX2,no,no,no,yes,no,no
ATF5,no,no,no,yes,no,no
DMRT3,no,no,no,yes,no,no
ZNF726,no,no,no,yes,no,no
ZNF23,no,no,no,yes,no,no
ZBTB5,no,no,no,yes,no,no
ZNF670,no,no,no,yes,no,no
SOX5,no,no,no,yes,no,no
ZNF585B,no,no,no,yes,no,no
EMX2,no,no,no,yes,no,no
GLIS3,no,no,no,yes,no,no
DRGX,no,no,no,yes,no,no
HEY2,no,no,no,yes,no,no
ZNF689,no,no,no,yes,no,no
SUB1,no,no,no,yes,no,no
ERFL,no,no,no,yes,no,no
ZNF287,no,no,no,yes,no,no
POU2F1,no,no,no,yes,no,no
ZNF709,no,no,no,yes,no,no
RCOR2,no,no,no,yes,no,no
RERE,no,no,no,yes,no,no
MYF6,no,no,no,yes,no,no
BORCS8-MEF2B,no,no,no,yes,no,no
TFCP2L1,no,no,no,yes,no,no
MIER1,no,no,no,yes,no,no
ZNF57,no,no,no,yes,no,no
ZBTB47,no,no,no,yes,no,no
ZNF557,no,no,no,yes,no,no
ZNF700,no,no,no,yes,no,no
RARA,no,no,no,yes,no,no
EHF,no,no,no,yes,no,no
ZSCAN18,no,no,no,yes,no,no
ZNF74,no,no,no,yes,no,no
PMS1,no,no,no,yes,no,no
ZNF131,no,no,no,yes,no,no
SALL1,no,no,no,yes,no,no
GSX2,no,no,no,yes,no,no
FOXB1,no,no,no,yes,no,no
FOXD4L1,no,no,no,yes,no,no
ZNF728,no,no,no,yes,no,no
ZNF367,no,no,no,yes,no,no
ZNF181,no,no,no,yes,no,no
BAZ2A,no,no,no,yes,no,no
ZNF71,no,no,no,yes,no,no
OVOL1,no,no,no,yes,no,no
IRX4,no,no,no,yes,no,no
ZNF239,no,no,no,yes,no,no
RXRA,no,no,no,yes,no,no
ZBTB24,no,no,no,yes,no,no
ZNF629,no,no,no,yes,no,no
ZNF443,no,no,no,yes,no,no
LRRFIP1,no,no,no,yes,no,no
ZNF724,no,no,no,yes,no,no
ZNF705B,no,no,no,yes,no,no
E2F4,no,no,no,yes,no,no
CREM,no,no,no,yes,no,no
PLAGL2,no,no,no,yes,no,no
ZNF486,no,no,no,yes,no,no
PAX4,no,no,no,yes,no,no
TCF24,no,no,no,yes,no,no
ZNF497,no,no,no,yes,no,no
FOXE1,no,no,no,yes,no,no
HSFX4,no,no,no,yes,no,no
ZNF34,no,no,no,yes,no,no
ZGLP1,no,no,no,yes,no,no
ZNF548,no,no,no,yes,no,no
ZFP2,no,no,no,yes,no,no
ZNF888,no,no,no,yes,no,no
SOX12,no,no,no,yes,no,no
ZNF622,no,no,no,yes,no,no
HOXB8,no,no,no,yes,no,no
TFAP4,no,no,no,yes,no,no
ZNF75D,no,no,no,yes,no,no
ZNF143,no,no,no,yes,no,no
ZNF773,no,no,no,yes,no,no
ZNF850,no,no,no,yes,no,no
ZNF540,no,no,no,yes,no,no
LMX1A,no,no,no,yes,no,no
HSF4,no,no,no,yes,no,no
TCF3,no,no,no,yes,no,no
E2F6,no,no,no,yes,no,no
ZNF3,no,no,no,yes,no,no
ZFPM2,no,no,no,yes,no,no
SATB2,no,no,no,yes,no,no
FOXG1,no,no,no,yes,no,no
HES6,no,no,no,yes,no,no
ZSCAN5C,no,no,no,yes,no,no
PATZ1,no,no,no,yes,no,no
ZNF75A,no,no,no,yes,no,no
MYCL,no,no,no,yes,no,no
ZNF729,no,no,no,yes,no,no
RCOR3,no,no,no,yes,no,no
ELF3,no,no,no,yes,no,no
ZNF18,no,no,no,yes,no,no
ZNF786,no,no,no,yes,no,no
ZNF614,no,no,no,yes,no,no
TBX10,no,no,no,yes,no,no
ZNF735,no,no,no,yes,no,no
ZNF875,no,no,no,yes,no,no
GMEB2,no,no,no,yes,no,no
ZNF561,no,no,no,yes,no,no
ZNF695,no,no,no,yes,no,no
GLI4,no,no,no,yes,no,no
HIVEP1,no,no,no,yes,no,no
ZNF658,no,no,no,yes,no,no
PIAS4,no,no,no,yes,no,no
TLX1,no,no,no,yes,no,no
POU3F1,no,no,no,yes,no,no
SP110,no,no,no,yes,no,no
ZNF345,no,no,no,yes,no,no
PAX2,no,no,no,yes,no,no
ASCL2,no,no,no,yes,no,no
ZNF14,no,no,no,yes,no,no
TOX,no,no,no,yes,no,no
ZKSCAN3,no,no,no,yes,no,no
ZNF628,no,no,no,yes,no,no
ZNF491,no,no,no,yes,no,no
TWIST1,no,no,no,yes,no,no
ZIC3,no,no,no,yes,no,no
ZNF462,no,no,no,yes,no,no
CDX1,no,no,no,yes,no,no
HMGB1P1,no,no,no,yes,no,no
DUXB,no,no,no,yes,no,no
OTX2,no,no,no,yes,no,no
NANOGP8,no,no,no,yes,no,no
ZNF521,no,no,no,yes,no,no
ZNF91,no,no,no,yes,no,no
ZNF619,no,no,no,yes,no,no
ZNF396,no,no,no,yes,no,no
TGIF1,no,no,no,yes,no,no
ZNF785,no,no,no,yes,no,no
NR2E3,no,no,no,yes,no,no
FOXO4,no,no,no,yes,no,no
TFEC,no,no,no,yes,no,no
ZNF425,no,no,no,yes,no,no
HOXC5,no,no,no,yes,no,no
ID3,no,no,no,yes,no,no
LITAF,no,no,no,yes,no,no
RORB,no,no,no,yes,no,no
ZNF77,no,no,no,yes,no,no
ZNF283,no,no,no,yes,no,no
PBRM1,no,no,no,yes,no,no
ARID1B,no,no,no,yes,no,no
NKX2-6,no,no,no,yes,no,no
FOXH1,no,no,no,yes,no,no
FOXS1,no,no,no,yes,no,no
FOXN3,no,no,no,yes,no,no
ZNF419,no,no,no,yes,no,no
ZNF311,no,no,no,yes,no,no
UBTF,no,no,no,yes,no,no
ZNF2,no,no,no,yes,no,no
ZNF383,no,no,no,yes,no,no
ZNF449,no,no,no,yes,no,no
HLX,no,no,no,yes,no,no
ZNF516,no,no,no,yes,no,no
ZNF423,no,no,no,yes,no,no
ZNF7,no,no,no,yes,no,no
ARID3C,no,no,no,yes,no,no
NFIC,no,no,no,yes,no,no
CARHSP1,no,no,no,yes,no,no
MXI1,no,no,no,yes,no,no
TFDP1,no,no,no,yes,no,no
ZNF681,no,no,no,yes,no,no
ARNT,no,no,no,yes,no,no
ZIM2,no,no,no,yes,no,no
ZNF570,no,no,no,yes,no,no
KLF14,no,no,no,yes,no,no
POU3F3,no,no,no,yes,no,no
ZNF37A,no,no,no,yes,no,no
AFF4,no,no,no,yes,no,no
DUXA,no,no,no,yes,no,no
ZNF783,no,no,no,yes,no,no
ZNF133,no,no,no,yes,no,no
AR,no,no,no,yes,no,no
OVOL3,no,no,no,yes,no,no
ZNF646,no,no,no,yes,no,no
MECP2,no,no,no,yes,no,no
HMGB3,no,no,no,yes,no,no
PHOX2A,no,no,no,yes,no,no
GLIS1,no,no,no,yes,no,no
FOXD4L6,no,no,no,yes,no,no
FEZF2,no,no,no,yes,no,no
TTF1,no,no,no,yes,no,no
MBD2,no,no,no,yes,no,no
ZNF524,no,no,no,yes,no,no
ARNT2,no,no,no,yes,no,no
ZFHX4,no,no,no,yes,no,no
PITX1,no,no,no,yes,no,no
GABPA,no,no,no,yes,no,no
MYB,no,no,no,yes,no,no
ZNF480,no,no,no,yes,no,no
ZIM3,no,no,no,yes,no,no
ZNF697,no,no,no,yes,no,no
ZFP28,no,no,no,yes,no,no
THAP10,no,no,no,yes,no,no
SEBOX,no,no,no,yes,no,no
UNCX,no,no,no,yes,no,no
ZNF512B,no,no,no,yes,no,no
ST18,no,no,no,yes,no,no
ZNF514,no,no,no,yes,no,no
PIAS2,no,no,no,yes,no,no
PRDM6,no,no,no,yes,no,no
ZNF529,no,no,no,yes,no,no
NR5A2,no,no,no,yes,no,no
HOXC12,no,no,no,yes,no,no
ZNF221,no,no,no,yes,no,no
ZNF676,no,no,no,yes,no,no
ZFX,no,no,no,yes,no,no
ZNF169,no,no,no,yes,no,no
RHOXF2B,no,no,no,yes,no,no
ZNF844,no,no,no,yes,no,no
ZNF398,no,no,no,yes,no,no
TBX2,no,no,no,yes,no,no
WIZ,no,no,no,yes,no,no
OTX1,no,no,no,yes,no,no
ETV5,no,no,no,yes,no,no
ETV3,no,no,no,yes,no,no
IKZF3,no,no,no,yes,no,no
ZKSCAN2,no,no,no,yes,no,no
LEUTX,no,no,no,yes,no,no
ZNF92,no,no,no,yes,no,no
MYOD1,no,no,no,yes,no,no
PROX2,no,no,no,yes,no,no
HSF2,no,no,no,yes,no,no
POU4F1,no,no,no,yes,no,no
PBX4,no,no,no,yes,no,no
TADA2B,no,no,no,yes,no,no
HES1,no,no,no,yes,no,no
RHOXF2,no,no,no,yes,no,no
DMTF1,no,no,no,yes,no,no
ZFP14,no,no,no,yes,no,no
HAND1,no,no,no,yes,no,no
ZKSCAN7,no,no,no,yes,no,no
ZNF408,no,no,no,yes,no,no
SP8,no,no,no,yes,no,no
THAP6,no,no,no,yes,no,no
TBX20,no,no,no,yes,no,no
TP73,no,no,no,yes,no,no
HOXB5,no,no,no,yes,no,no
MECOM,no,no,no,yes,no,no
ZNF787,no,no,no,yes,no,no
L3MBTL1,no,no,no,yes,no,no
HOXA3,no,no,no,yes,no,no
ZKSCAN8P1,no,no,no,yes,no,no
FOXD4L3,no,no,no,yes,no,no
OSR1,no,no,no,yes,no,no
ESX1,no,no,no,yes,no,no
ZNF142,no,no,no,yes,no,no
ZNF45,no,no,no,yes,no,no
ZNF141,no,no,no,yes,no,no
FOXL3,no,no,no,yes,no,no
LHX8,no,no,no,yes,no,no
ZNF234,no,no,no,yes,no,no
ZFPM1,no,no,no,yes,no,no
ELF5,no,no,no,yes,no,no
HMG20A,no,no,no,yes,no,no
ESRRG,no,no,no,yes,no,no
ZNF534,no,no,no,yes,no,no
FOXK1,no,no,no,yes,no,no
ZSCAN23,no,no,no,yes,no,no
ZNF257,no,no,no,yes,no,no
ZBTB6,no,no,no,yes,no,no
TSC22D4,no,no,no,yes,no,no
FOXJ2,no,no,no,yes,no,no
ARID5A,no,no,no,yes,no,no
ZNF350,no,no,no,yes,no,no
GRHL2,no,no,no,yes,no,no
HOXB13,no,no,no,yes,no,no
ZSCAN32,no,no,no,yes,no,no
ZNF846,no,no,no,yes,no,no
MAFA,no,no,no,yes,no,no
ZNF677,no,no,no,yes,no,no
ZNF302,no,no,no,yes,no,no
ZNF610,no,no,no,yes,no,no
SP9,no,no,no,yes,no,no
ZNF26,no,no,no,yes,no,no
ZNF208,no,no,no,yes,no,no
JDP2,no,no,no,yes,no,no
BATF,no,no,no,yes,no,no
MYT1L,no,no,no,yes,no,no
FOXP2,no,no,no,yes,no,no
TBX4,no,no,no,yes,no,no
ZBTB25,no,no,no,yes,no,no
ZNF354C,no,no,no,yes,no,no
EBF2,no,no,no,yes,no,no
ZNF124,no,no,no,yes,no,no
ZZZ3,no,no,no,yes,no,no
VAX1,no,no,no,yes,no,no
ZNF44,no,no,no,yes,no,no
MTF1,no,no,no,yes,no,no
ZNF256,no,no,no,yes,no,no
E2F8,no,no,no,yes,no,no
ID2,no,no,no,yes,no,no
PITX2,no,no,no,yes,no,no
ZNF266,no,no,no,yes,no,no
MEF2C,no,no,no,yes,no,no
MIS18BP1,no,no,no,yes,no,no
FIGLA,no,no,no,yes,no,no
LHX2,no,no,no,yes,no,no
TBX18,no,no,no,yes,no,no
NFATC2,no,no,no,yes,no,no
NR2C1,no,no,no,yes,no,no
ZNF660,no,no,no,yes,no,no
HOXB9,no,no,no,yes,no,no
ZIC2,no,no,no,yes,no,no
ZNF790,no,no,no,yes,no,no
ZNF526,no,no,no,yes,no,no
PRDM2,no,no,no,yes,no,no
LHX5,no,no,no,yes,no,no
ZSCAN29,no,no,no,yes,no,no
ZNF358,no,no,no,yes,no,no
ESR2,no,no,no,yes,no,no
HMGXB4,no,no,no,yes,no,no
ZNF782,no,no,no,yes,no,no
CAMTA1,no,no,no,yes,no,no
MEOX1,no,no,no,yes,no,no
GATA2,no,no,no,yes,no,no
HMX1,no,no,no,yes,no,no
ZNF550,no,no,no,yes,no,no
STAT2,no,no,no,yes,no,no
STAT4,no,no,no,yes,no,no
HOXC6,no,no,no,yes,no,no
ZXDA,no,no,no,yes,no,no
PEG3,no,no,no,yes,no,no
ZNF565,no,no,no,yes,no,no
KLF4,no,no,no,yes,no,no
PKNOX1,no,no,no,yes,no,no
SOX14,no,no,no,yes,no,no
HOXD12,no,no,no,yes,no,no
MYCN,no,no,no,yes,no,no
FOXF2,no,no,no,yes,no,no
ZNF407,no,no,no,yes,no,no
ZNF684,no,no,no,yes,no,no
GTF3A,no,no,no,yes,no,no
SMARCC1,no,no,no,yes,no,no
ELF1,no,no,no,yes,no,no
ZNF281,no,no,no,yes,no,no
LITAFD,no,no,no,yes,no,no
ZNF471,no,no,no,yes,no,no
SCX,no,no,no,yes,no,no
DPRX,no,no,no,yes,no,no
FIZ1,no,no,no,yes,no,no
TP63,no,no,no,yes,no,no
ZNF536,no,no,no,yes,no,no
ZNF623,no,no,no,yes,no,no
HOXC11,no,no,no,yes,no,no
ZNF823,no,no,no,yes,no,no
NR5A1,no,no,no,yes,no,no
PRDM16,no,no,no,yes,no,no
ZNF841,no,no,no,yes,no,no
DBX2,no,no,no,yes,no,no
DNAJC2,no,no,no,yes,no,no
NR4A2,no,no,no,yes,no,no
ZNF813,no,no,no,yes,no,no
ZNF347,no,no,no,yes,no,no
ZNF560,no,no,no,yes,no,no
ZNF226,no,no,no,yes,no,no
ZFTA,no,no,no,yes,no,no
RCOR1,no,no,no,yes,no,no
SP6,no,no,no,yes,no,no
ALX1,no,no,no,yes,no,no
PAX9,no,no,no,yes,no,no
IKZF2,no,no,no,yes,no,no
ZNF397,no,no,no,yes,no,no
BBX,no,no,no,yes,no,no
NKX6-3,no,no,no,yes,no,no
NKX2-2,no,no,no,yes,no,no
HOXB4,no,no,no,yes,no,no
ZNF584,no,no,no,yes,no,no
PITX3,no,no,no,yes,no,no
ZNF687,no,no,no,yes,no,no
ZNF202,no,no,no,yes,no,no
SETDB1,no,no,no,yes,no,no
MYSM1,no,no,no,yes,no,no
ZNF648,no,no,no,yes,no,no
TGIF2,no,no,no,yes,no,no
REL,no,no,no,yes,no,no
ZNF845,no,no,no,yes,no,no
MSX2,no,no,no,yes,no,no
ZBTB44,no,no,no,yes,no,no
EVX2,no,no,no,yes,no,no
TCFL5,no,no,no,yes,no,no
JUNB,no,no,no,yes,no,no
ZNF573,no,no,no,yes,no,no
ZNF639,no,no,no,yes,no,no
ZNF10,no,no,no,yes,no,no
TERF1,no,no,no,yes,no,no
MTA1,no,no,no,yes,no,no
ZBED6,no,no,no,yes,no,no
ZNF641,no,no,no,yes,no,no
HSFX2,no,no,no,yes,no,no
NKX6-1,no,no,no,yes,no,no
ZSCAN30,no,no,no,yes,no,no
RFX6,no,no,no,yes,no,no
E2F5,no,no,no,yes,no,no
ZNF746,no,no,no,yes,no,no
KLF10,no,no,no,yes,no,no
GATA3,no,no,no,yes,no,no
RELB,no,no,no,yes,no,no
GATAD2B,no,no,no,yes,no,no
FOXL1,no,no,no,yes,no,no
FOXB2,no,no,no,yes,no,no
PKNOX2,no,no,no,yes,no,no
NCOA1,no,no,no,yes,no,no
